,dataset_name,k,theta,max,SSE_b,SSE_a,Total_time_b,Total_time_a,speed_up,Gap
15,Syn_n_50000_d_2_seed_1,20.0,2.0,20.0,822968.0658165881,822988.253933615,385.35171151161194,86.90294456481934,4.43427680662978,0.00245308631834965
16,Syn_n_50000_d_2_seed_1,20.0,5.0,20.0,822968.0658165881,822992.3896267881,408.01780104637146,74.41100120544434,5.483299437402524,0.0029556201765664944
17,Syn_n_50000_d_2_seed_1,20.0,10.0,20.0,822968.0658165881,822995.0912332347,389.0022268295288,68.62137293815613,5.668820225735073,0.0032838961521310657
18,Syn_n_50000_d_2_seed_1,20.0,20.0,20.0,822968.0658165881,823017.8850916331,404.7055742740631,64.3158130645752,6.292473887684905,0.0060536097467548105
19,Syn_n_50000_d_2_seed_1,20.0,50.0,20.0,822968.0658165881,823043.5412635998,413.90965390205383,57.55469274520874,7.191588281678571,0.009171127063934801
20,Syn_n_50000_d_2_seed_2,20.0,1.01,20.0,827592.0664996873,827592.0664996844,422.525292634964,152.66155648231506,2.767725564778393,-3.5166879474604896e-13
21,Syn_n_50000_d_2_seed_2,20.0,1.05,20.0,827592.0664996873,827592.0664996844,427.5984044075012,129.95927953720093,3.29024911441665,-3.5166879474604896e-13
22,Syn_n_50000_d_2_seed_2,20.0,1.1,20.0,827592.0664996873,827592.0664996844,430.01419591903687,131.7022898197174,3.265047225129252,-3.5166879474604896e-13
23,Syn_n_50000_d_2_seed_2,20.0,1.2,20.0,827592.0664996873,827592.0664996844,412.8660273551941,120.89129543304443,3.4151840781941134,-3.5166879474604896e-13
24,Syn_n_50000_d_2_seed_2,20.0,1.5,20.0,827592.0664996873,827592.0664996844,387.28584003448486,97.862051486969,3.9574670073828835,-3.5166879474604896e-13
25,Syn_n_50000_d_2_seed_2,20.0,2.0,20.0,827592.0664996873,827592.0664996844,391.2425320148468,100.41771221160889,3.896150623212633,-3.5166879474604896e-13
26,Syn_n_50000_d_2_seed_2,20.0,5.0,20.0,827592.0664996873,827592.0664996844,387.2186760902405,90.23850131034851,4.2910583671876035,-3.5166879474604896e-13
27,Syn_n_50000_d_2_seed_2,20.0,10.0,20.0,827592.0664996873,827608.9831982576,387.14310479164124,89.4054799079895,4.330194359339769,0.002044086604395889
28,Syn_n_50000_d_2_seed_2,20.0,20.0,20.0,827592.0664996873,827619.9805462214,382.99036145210266,83.55006170272827,4.583962640444063,0.0033729234080465678
29,Syn_n_50000_d_2_seed_2,20.0,50.0,20.0,827592.0664996873,827648.8525724779,381.3854076862335,73.71194386482239,5.173997424157504,0.006861601879631378
30,Syn_n_50000_d_2_seed_3,20.0,1.01,20.0,822430.1289156048,822430.1289156033,383.6625497341156,126.79391980171204,3.0258749814984047,-1.8401553281439337e-13
31,Syn_n_50000_d_2_seed_3,20.0,1.05,20.0,822430.1289156048,822430.1289156033,382.94415616989136,87.55267715454102,4.373871463621253,-1.8401553281439337e-13
32,Syn_n_50000_d_2_seed_3,20.0,1.1,20.0,822430.1289156048,822430.1289156033,387.91752648353577,75.37592768669128,5.14643784015448,-1.8401553281439337e-13
33,Syn_n_50000_d_2_seed_3,20.0,1.2,20.0,822430.1289156048,822430.1289156033,385.58131098747253,65.3527319431305,5.900002945905961,-1.8401553281439337e-13
34,Syn_n_50000_d_2_seed_3,20.0,1.5,20.0,822430.1289156048,822430.1289156033,388.66867685317993,64.55632400512695,6.020613516071834,-1.8401553281439337e-13
35,Syn_n_50000_d_2_seed_3,20.0,2.0,20.0,822430.1289156048,822430.1289156033,391.2564857006073,56.50043177604675,6.924840632217606,-1.8401553281439337e-13
36,Syn_n_50000_d_2_seed_3,20.0,5.0,20.0,822430.1289156048,822434.6721906845,388.1225574016571,51.288381576538086,7.567455736977361,0.0005524207978227092
37,Syn_n_50000_d_2_seed_3,20.0,10.0,20.0,822430.1289156048,822434.6721906842,386.60271072387695,50.257572889328,7.692427001503101,0.0005524207977943991
38,Syn_n_50000_d_2_seed_3,20.0,20.0,20.0,822430.1289156048,822434.1374471256,382.3355612754822,47.1536169052124,8.108297652840676,0.00048740085995232135
39,Syn_n_50000_d_2_seed_3,20.0,50.0,20.0,822430.1289156048,822463.6282376067,382.5101900100708,39.3936710357666,9.709940199855435,0.004073211914805264
40,Syn_n_50000_d_2_seed_4,20.0,1.01,20.0,828915.1019788806,828915.101978878,382.6351945400238,122.86373782157898,3.114305337964578,-3.089745951157516e-13
41,Syn_n_50000_d_2_seed_4,20.0,1.05,20.0,828915.1019788806,828915.1019788773,383.02972531318665,82.08272743225098,4.66638642861045,-3.932403937836839e-13
42,Syn_n_50000_d_2_seed_4,20.0,1.1,20.0,828915.1019788806,828915.1019788773,382.48189425468445,74.10199308395386,5.16156014618057,-3.932403937836839e-13
43,Syn_n_50000_d_2_seed_4,20.0,1.2,20.0,828915.1019788806,828915.1019788773,382.8728210926056,64.8700819015503,5.902147952790784,-3.932403937836839e-13
44,Syn_n_50000_d_2_seed_4,20.0,1.5,20.0,828915.1019788806,828915.1019788773,383.6342661380768,56.6295964717865,6.774448169151403,-3.932403937836839e-13
45,Syn_n_50000_d_2_seed_4,20.0,2.0,20.0,828915.1019788806,828915.1019788773,382.9826672077179,52.71609115600586,7.265005026156711,-3.932403937836839e-13
46,Syn_n_50000_d_2_seed_4,20.0,5.0,20.0,828915.1019788806,828915.1019788777,383.08050298690796,46.376986026763916,8.260142277590747,-3.511074944497178e-13
47,Syn_n_50000_d_2_seed_4,20.0,10.0,20.0,828915.1019788806,828971.1044475314,383.02409529685974,37.85921025276184,10.117065114133437,0.006756116340155448
48,Syn_n_50000_d_2_seed_4,20.0,20.0,20.0,828915.1019788806,828989.639722171,384.0494432449341,35.340479135513306,10.867126101270271,0.008992204764091719
49,Syn_n_50000_d_2_seed_4,20.0,50.0,20.0,828915.1019788806,828987.243379385,388.328152179718,29.605412006378174,13.116796080934689,0.008703110889422508
50,Syn_n_50000_d_2_seed_5,20.0,1.01,20.0,823692.923557239,823692.9235572333,389.5191128253937,118.67656540870667,3.282190645507312,-6.92533662288214e-13
51,Syn_n_50000_d_2_seed_5,20.0,1.05,20.0,823692.923557239,823692.9235572333,386.97819781303406,73.16429257392883,5.289167491396326,-6.92533662288214e-13
52,Syn_n_50000_d_2_seed_5,20.0,1.1,20.0,823692.923557239,823692.9235572333,385.78170943260193,58.15646743774414,6.63351345825083,-6.92533662288214e-13
53,Syn_n_50000_d_2_seed_5,20.0,1.2,20.0,823692.923557239,823692.9235572333,384.8437247276306,50.50685524940491,7.619633470095429,-6.92533662288214e-13
54,Syn_n_50000_d_2_seed_5,20.0,1.5,20.0,823692.923557239,823692.9235572333,385.5519452095032,45.257487535476685,8.519075322227613,-6.92533662288214e-13
55,Syn_n_50000_d_2_seed_5,20.0,2.0,20.0,823692.923557239,823692.9235572333,385.41189527511597,42.24751400947571,9.122711816573913,-6.92533662288214e-13
56,Syn_n_50000_d_2_seed_5,20.0,5.0,20.0,823692.923557239,823692.9235572333,385.7834930419922,39.844523668289185,9.682221232049093,-6.92533662288214e-13
57,Syn_n_50000_d_2_seed_5,20.0,10.0,20.0,823692.923557239,823730.8661708168,383.9665422439575,42.78655767440796,8.973999384709101,0.004606402761596964
58,Syn_n_50000_d_2_seed_5,20.0,20.0,20.0,823692.923557239,823745.4366632635,386.0131211280823,43.21141862869263,8.933127709715306,0.006375325624710878
59,Syn_n_50000_d_2_seed_5,20.0,50.0,20.0,823692.923557239,823755.0296154189,384.96954011917114,36.1373405456543,10.65295714367298,0.007539952863945022
60,Syn_n_50000_d_2_seed_6,20.0,1.01,20.0,823930.0055440352,823930.38295234,385.81578731536865,137.96646928787231,2.7964460445120856,4.5805869694986e-05
61,Syn_n_50000_d_2_seed_6,20.0,1.05,20.0,823930.0055440352,823930.38295234,384.4267609119415,103.09394598007202,3.7288975337722636,4.5805869694986e-05
62,Syn_n_50000_d_2_seed_6,20.0,1.1,20.0,823930.0055440352,823930.38295234,385.62171602249146,88.44393539428711,4.360069622675339,4.5805869694986e-05
63,Syn_n_50000_d_2_seed_6,20.0,1.2,20.0,823930.0055440352,823930.38295234,386.14078855514526,81.02378463745117,4.765770820049568,4.5805869694986e-05
64,Syn_n_50000_d_2_seed_6,20.0,1.5,20.0,823930.0055440352,823930.38295234,385.9360978603363,74.27440786361694,5.196084478640263,4.5805869694986e-05
65,Syn_n_50000_d_2_seed_6,20.0,2.0,20.0,823930.0055440352,823930.5723538056,391.0514726638794,72.08469748497009,5.42488886417835,6.879343713718382e-05
66,Syn_n_50000_d_2_seed_6,20.0,5.0,20.0,823930.0055440352,823930.5723538056,391.18660593032837,67.55481553077698,5.790654638855605,6.879343713718382e-05
67,Syn_n_50000_d_2_seed_6,20.0,10.0,20.0,823930.0055440352,823934.9473226145,390.3875560760498,65.82993173599243,5.930243975364871,0.0005997813583689226
68,Syn_n_50000_d_2_seed_6,20.0,20.0,20.0,823930.0055440352,823930.7655677804,387.33093309402466,56.442078828811646,6.862449809277864,9.2243727017109e-05
69,Syn_n_50000_d_2_seed_6,20.0,50.0,20.0,823930.0055440352,823969.4851357589,387.52095913887024,46.740952253341675,8.29082293913182,0.004791619610646392
70,Syn_n_50000_d_2_seed_7,20.0,1.01,20.0,825512.1282970605,825512.1282970577,390.1814935207367,131.61272859573364,2.964618222597847,-3.3845265600277483e-13
71,Syn_n_50000_d_2_seed_7,20.0,1.05,20.0,825512.1282970605,825512.1282970577,385.54912543296814,87.5080680847168,4.40586946862679,-3.3845265600277483e-13
72,Syn_n_50000_d_2_seed_7,20.0,1.1,20.0,825512.1282970605,825512.1282970577,386.2904314994812,77.74308013916016,4.968807909437356,-3.3845265600277483e-13
73,Syn_n_50000_d_2_seed_7,20.0,1.2,20.0,825512.1282970605,825512.1282970577,386.21654891967773,71.06990313529968,5.434319337461542,-3.3845265600277483e-13
74,Syn_n_50000_d_2_seed_7,20.0,1.5,20.0,825512.1282970605,825512.1282970577,386.46935176849365,64.70391726493835,5.972889557614358,-3.3845265600277483e-13
75,Syn_n_50000_d_2_seed_7,20.0,2.0,20.0,825512.1282970605,825512.1282970577,385.75130558013916,60.38110280036926,6.3886098081961515,-3.3845265600277483e-13
76,Syn_n_50000_d_2_seed_7,20.0,5.0,20.0,825512.1282970605,825515.5505046783,386.20074796676636,53.96764659881592,7.156153219681805,0.00041455570432897464
77,Syn_n_50000_d_2_seed_7,20.0,10.0,20.0,825512.1282970605,825515.5505046794,386.144819021225,56.27002692222595,6.862353550229112,0.00041455570446999654
78,Syn_n_50000_d_2_seed_7,20.0,20.0,20.0,825512.1282970605,825544.5271408468,386.2656786441803,64.79374504089355,5.961465545792959,0.0039246962795283415
79,Syn_n_50000_d_2_seed_7,20.0,50.0,20.0,825512.1282970605,825571.2588430914,385.14349341392517,55.37835240364075,6.954766198291675,0.007162892464453238
80,Syn_n_50000_d_2_seed_8,20.0,1.01,20.0,821197.6594192045,821197.6594192025,386.6645174026489,126.38742542266846,3.059359078718111,-2.409968475138605e-13
81,Syn_n_50000_d_2_seed_8,20.0,1.05,20.0,821197.6594192045,821197.6594192025,391.0262813568115,75.74592733383179,5.1623406712476845,-2.409968475138605e-13
82,Syn_n_50000_d_2_seed_8,20.0,1.1,20.0,821197.6594192045,821197.6594192025,386.6564416885376,65.52531456947327,5.900871201138376,-2.409968475138605e-13
83,Syn_n_50000_d_2_seed_8,20.0,1.2,20.0,821197.6594192045,821197.6594192025,384.77352499961853,58.137999057769775,6.618279459829397,-2.409968475138605e-13
84,Syn_n_50000_d_2_seed_8,20.0,1.5,20.0,821197.6594192045,821197.6594192025,392.279639005661,54.549630641937256,7.191242807500882,-2.409968475138605e-13
85,Syn_n_50000_d_2_seed_8,20.0,2.0,20.0,821197.6594192045,821197.6594192025,389.1446180343628,47.12868070602417,8.257065808010637,-2.409968475138605e-13
86,Syn_n_50000_d_2_seed_8,20.0,5.0,20.0,821197.6594192045,821197.6594192022,388.7023515701294,40.763477087020874,9.535554357650529,-2.693494178096088e-13
87,Syn_n_50000_d_2_seed_8,20.0,10.0,20.0,821197.6594192045,821227.2516813816,387.18296909332275,32.1112904548645,12.057533771106009,0.0036035492597574245
88,Syn_n_50000_d_2_seed_8,20.0,20.0,20.0,821197.6594192045,821258.8401420559,386.1753463745117,29.176995277404785,13.235610545324835,0.007450182322084666
89,Syn_n_50000_d_2_seed_8,20.0,50.0,20.0,821197.6594192045,821335.6962836385,385.86049938201904,27.299084186553955,14.134558388302013,0.016809213086608994
90,Syn_n_50000_d_2_seed_9,20.0,1.01,20.0,825649.5184304834,825649.5184304799,386.1303029060364,146.38357543945312,2.6377980025890735,-4.2299542079877037e-13
91,Syn_n_50000_d_2_seed_9,20.0,1.05,20.0,825649.5184304834,825649.5184304799,385.737576007843,119.24813032150269,3.234747370611707,-4.2299542079877037e-13
92,Syn_n_50000_d_2_seed_9,20.0,1.1,20.0,825649.5184304834,825649.5184304799,391.23677158355713,109.22534370422363,3.5819230072006483,-4.2299542079877037e-13
93,Syn_n_50000_d_2_seed_9,20.0,1.2,20.0,825649.5184304834,825649.5184304799,386.8086326122284,102.32543134689331,3.7801808164473694,-4.2299542079877037e-13
94,Syn_n_50000_d_2_seed_9,20.0,1.5,20.0,825649.5184304834,825649.5184304799,389.3393015861511,94.45685696601868,4.121874410094101,-4.2299542079877037e-13
95,Syn_n_50000_d_2_seed_9,20.0,2.0,20.0,825649.5184304834,825649.5184304799,388.58336329460144,91.38406777381897,4.252200331641709,-4.2299542079877037e-13
96,Syn_n_50000_d_2_seed_9,20.0,5.0,20.0,825649.5184304834,825653.3709643382,386.032723903656,86.69913840293884,4.45255548111157,0.0004666064436276132
97,Syn_n_50000_d_2_seed_9,20.0,10.0,20.0,825649.5184304834,825656.3827319351,386.3143026828766,89.2118546962738,4.330302334797352,0.0008313819966568124
98,Syn_n_50000_d_2_seed_9,20.0,20.0,20.0,825649.5184304834,825663.2400791578,386.50753831863403,89.21736073493958,4.332200987954901,0.0016619217195724873
99,Syn_n_50000_d_2_seed_9,20.0,50.0,20.0,825649.5184304834,825671.9679388921,386.6687366962433,75.68602848052979,5.108852247356508,0.0027190118697509725
