660.976,304.225
636.213,306.174
662.753,307.565
657.487,307.74
635.273,308.157
640.484,309.592
660.523,309.613
658.759,312.594
674.821,315.093
649.17,316.174
631.858,316.908
673.506,317.648
637.439,318.289
644.003,320.565
622.679,320.843
655.504,320.916
626.318,321.78
633.245,322.492
678.36,323.472
637.081,323.619
653.079,324.434
639.035,324.523
680.978,324.669
644.647,325.905
652.268,326.389
665.755,327.567
675.27,327.608
631.213,327.95
643.6,328.542
668.535,329.06
658.985,329.159
651.423,329.337
646.127,329.862
683.672,330.534
666.442,331.637
682.478,331.858
640.783,333.145
649.948,333.168
663.551,333.265
624.463,333.342
645.513,334.213
632.527,334.935
639.959,335.242
670.422,336.607
647.217,340.107
685.94,340.389
620.777,341.34
618.936,341.409
679.985,341.547
627.324,341.603
639.416,342.035
622.928,342.459
662.056,342.529
676.484,342.75
642.366,345.063
639.621,345.609
630.04,346.568
646.7,346.681
625.209,346.771
650.768,347.282
672.056,347.548
629.259,347.766
654.751,347.881
656.628,348.501
660.134,348.671
667.984,349.415
642.738,349.951
652.024,349.986
671.291,350.525
637.791,350.903
649.556,351.032
654.517,352.398
659.838,353.262
648.966,356.048
669.789,357.397
665.373,359.929
624.855,360.424
662.42,360.72
626.761,363.811
667.14,364.033
637.609,364.503
648.763,364.824
638.583,365.65
666.254,366.738
653.469,370.728
650.43,371.572
661.43,372.276
153.879,308.064
178.29,308.199
166.838,308.485
153.41,309.122
153.636,309.867
148.658,310.898
170.83,311.777
181.997,312.281
151.534,315.214
158.234,316.942
156.903,318.774
131.505,318.993
171.829,319.959
188.385,321.231
175.094,321.902
149.332,322.096
132.401,322.735
150.449,322.89
172.762,324.576
178.86,324.684
129.898,326.107
140.855,327.583
167.174,328.263
163.921,328.34
145.897,328.558
180.488,328.618
125.823,328.684
154.945,329.416
188.031,330.014
174.682,330.318
162.439,330.402
128.484,330.468
156.03,330.695
187.152,331.229
168.092,331.83
129.107,332.022
129.6,333.61
158.713,334.341
169.774,334.662
191.52,334.977
133.87,335.02
160.971,335.471
185.668,335.604
200.468,335.644
164.317,335.97
142.494,336.65
197.979,337.757
192.739,338.016
123.22,338.794
132.062,338.832
184.485,339.211
162.725,339.915
136.333,340.328
167.759,340.476
188.627,340.491
166.321,342.129
159.853,342.331
193.875,342.382
152.072,342.404
197.029,342.743
132.796,343.359
176.53,343.547
179.363,343.574
178.037,343.672
152.655,345.182
165.121,345.513
162.034,345.997
125.206,346.962
171.972,349.879
191.181,349.959
161.773,350.404
168.823,350.884
127.327,350.908
182.901,351.725
183.617,352.579
175.568,353.932
156.466,354.278
159.181,354.447
184.109,355.875
144.133,356.156
163.283,357.159
174.195,357.187
185.038,359.301
146.451,359.416
142.978,361.95
134.443,361.955
194.452,363.123
144.727,363.41
172.193,364.859
142.127,365.116
186.492,366.136
163.71,366.165
154.581,366.177
141.478,367.346
139.807,367.959
147.813,369.185
138.191,369.528
156.592,370.709
138.571,371.407
176.65,371.485
157.497,371.658
183.168,372.223
170.311,372.819
181.366,373.854
151.856,375.167
165.883,375.174
177.629,375.408
155.613,377.032
152.479,377.285
155.358,377.929
179.727,378.364
147.366,379.114
162.91,380.567
337.718,305.692
338.624,306.106
329.298,307.033
322.76,307.044
342.994,310.67
351.887,311.603
333.539,311.89
333.868,312.928
319.884,313.587
335.147,314.891
321.18,315.663
325.111,316.065
328.436,316.801
356.246,320.109
357.739,321.053
341.53,321.295
309.119,321.986
367.37,322.193
314.309,322.429
324.706,322.709
315.665,323.192
350.748,323.821
366.213,324.547
369.885,325.104
345.193,326.957
323.167,328.544
352.146,328.862
353.396,329.17
319.294,329.545
332.038,329.567
334.586,329.567
355.725,329.737
364.513,330.463
376.024,330.619
371.565,331.405
345.661,333.121
342.261,333.749
320.544,334.019
370.213,334.867
371.977,335.02
336.719,335.237
359.632,336.229
330.693,336.872
303.768,337.46
344.49,338.303
323.992,338.852
343.402,339.059
334.993,339.566
318.342,340.531
311.678,340.689
307.329,340.702
373.097,340.763
354.668,341.4
368.188,341.876
342.46,342.193
295.095,342.319
349.378,342.593
331.047,343.179
304.788,343.217
306.04,344.25
371.168,345.096
300.119,345.111
357.02,345.129
318.411,345.202
310.511,345.281
312.171,345.928
338.189,348.672
312.98,349.579
361.789,349.989
328.638,350.035
301.754,350.545
336.078,350.882
340.122,351.188
